id,title,company,experience,salary,location,description,url,role,skills,posted_date,posted_date_cleaned,min_salary,max_salary,avg_salary,years_exp,clean_location,clean_skills
492,AI Engineer,Godrej Properties,4 - 6 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Mumbai",read more,https://www.naukri.com/job-listings-ai-engineer-godrej-properties-mumbai-4-to-6-years-200625500662,AI Engineer,"Computer science, Backend, Version control, GIT, agribusiness, data science, GCP, FMCG, Financial services, Python",1 week ago,2025-06-24,,,,5.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Computer Science, Backend, Version Control, Git, Agribusiness, Data Science, Gcp, Fmcg, Financial Services, Python"
493,Junior AI Engineer,Alifcloud It Consulting,1 - 3 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-junior-ai-engineer-alifcloud-it-consulting-pvt-ltd-pune-1-to-3-years-200625501711,AI Engineer,"container, jwt, artificial intelligence, docker, react.js, system integration, celery, postgresql, devops, json, api, prometheus, mongodb, oauth, rest, python, github, asynchronous apex, event hub, engineering, javascript, grafana, azure search, kafka, key vault, flask",1 week ago,2025-06-24,,,,2.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Container, Jwt, Artificial Intelligence, Docker, React.Js, System Integration, Celery, Postgresql, Devops, Json, Api, Prometheus, Mongodb, Oauth, Rest, Python, Github, Asynchronous Apex, Event Hub, Engineering, Javascript, Grafana, Azure Search, Kafka, Key Vault, Flask"
494,AI Engineer,Simulationhub,2 - 7 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune",,https://www.naukri.com/job-listings-ai-engineer-simulationhub-pune-2-to-7-years-170625502611,AI Engineer,"IT services, Automation, GIT, Version control, Deployment, SDK, Cost, Monitoring, Python, Testing",1 week ago,2025-06-24,,,,4.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune","It Services, Automation, Git, Version Control, Deployment, Sdk, Cost, Monitoring, Python, Testing"
495,AI Engineer,Uplers,2 - 7 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune",Key Responsibilities :,https://www.naukri.com/job-listings-ai-engineer-uplers-solutions-private-limited-pune-2-to-7-years-230625913558,AI Engineer,N/A,1 week ago,2025-06-24,,,,4.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
496,AI Engineer,Cctech,2 - 7 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Pune",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-ai-engineer-centre-for-computational-technologies-pvt-ltd-pune-2-to-7-years-170625504019,AI Engineer,"Automation, GIT, Version control, Deployment, SDK, Cost, Monitoring, Python, Testing",1 week ago,2025-06-24,,,,4.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune","Automation, Git, Version Control, Deployment, Sdk, Cost, Monitoring, Python, Testing"
497,Gen AI Engineer,Thoucentric,5 - 8 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, New Delhi, Delhi / NCR",,https://www.naukri.com/job-listings-gen-ai-engineer-thoucentric-new-delhi-delhi-ncr-5-to-8-years-170625022966,AI Engineer,N/A,1 week ago,2025-06-24,,,,6.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
498,We're Hiring: Generative AI Engineer | 7+ Years Experience,Excelra,7 - 12 years,Not Disclosed,Remote,,https://www.naukri.com/job-listings-we-re-hiring-generative-ai-engineer-7-years-experience-excelra-hyderabad-7-to-12-years-190625014427,AI Engineer,N/A,1 week ago,2025-06-24,,,,9.5,Remote,
499,AI Engineer,Evnek,5 - 7 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Hyderabad",We are seeking an experienced GCP MLOps Engineer with a strong background in Data Science and Analytics.,https://www.naukri.com/job-listings-ai-engineer-evnek-hyderabad-5-to-7-years-230625911697,AI Engineer,N/A,1 week ago,2025-06-24,,,,6.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
500,Generative AI Engineer,TETRAHED INDIA Private LIMITED,7 - 8 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Noida","The AI Engineer with GenAI expertise is responsible for developing advanced technical solutions, integrating cutting-edge generative AI technologies. This role requires a deep understanding of modern technical and cloud-native practices, AI, DevOps, and machine learning technologies, particularly in generative models.You will support a wide range of customers through the ""Ideation to MVP"" journey, demonstrating proficiency in leading projects and ensuring delivery excellence.Key Responsibilities :",https://www.naukri.com/job-listings-generative-ai-engineer-tetrahed-india-private-limited-noida-7-to-8-years-230625916429,AI Engineer,N/A,1 week ago,2025-06-24,,,,7.5,"Chennai, Delhi, Hyderabad, Mumbai, Noida, Pune",
501,Business Analyst,Accenture,0 - 2 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Hyderabad",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-hyderabad-0-to-2-years-270625920230,Business Analyst,N/A,4 days ago,2025-06-27,,,,1.0,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
502,Business Analyst,Broadridge,0 - 6 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",read more,https://www.naukri.com/job-listings-business-analyst-broadridge-financial-solutions-india-pvt-ltd-bengaluru-0-to-6-years-260625503627,Business Analyst,"Training, Usage, Business Analyst, Process improvement, UAT, Pega, User acceptance testing",4 days ago,2025-06-27,,,,3.0,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune","Training, Usage, Business Analyst, Process Improvement, Uat, Pega, User Acceptance Testing"
503,Business Analyst,Click2cloud Technology Services India,0 - 1 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Nagpur","Click2Cloud is hiring freshers!Join us for a Walk-in Drive on July 2, 2025Location: W-Building, C-Wing, 1st Floor, Central Facility, MIHAN, Nagpur, Dahegaon, Maharashtra 441108Time: 11:00 AM  3:00 PMWe are hiring for the following positions:1. Business Analyst Qualifications: B.E./B.Tech (CS, IT, ETC) and MBA Key Skills: Requirement analysis, modeling, stakeholder collaboration2. Business Value Analyst Qualifications: B.E./B.Tech (CS, IT) and MBA (Finance) Key Skills: Financial and technical analysis, Excel modeling, Power BI, presentation skillsNote: Please carry your updated resume.",https://www.naukri.com/job-listings-business-analyst-click2cloud-technology-services-india-nagpur-0-to-1-years-010725023674,Business Analyst,N/A,Just now,,,,,0.5,"Chennai, Delhi, Hyderabad, Mumbai, Pune",
504,Job Opportunity For Business Analyst - Noida Location,Sify,3 - 8 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Noida",Business Analyst,https://www.naukri.com/job-listings-opportunity-for-business-analyst-noida-location-sify-noida-3-to-8-years-090425016752,Business Analyst,N/A,1 day ago,2025-06-30,,,,5.5,"Chennai, Delhi, Hyderabad, Mumbai, Noida, Pune",
505,Business Analyst,Accenture,3 - 8 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-bengaluru-3-to-8-years-240625920950,Business Analyst,N/A,1 week ago,2025-06-24,,,,5.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
506,Business Analyst,Accenture,5 - 10 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-bengaluru-5-to-10-years-240625919067,Business Analyst,N/A,1 week ago,2025-06-24,,,,7.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
507,Business Analyst Payment,Virtusa,9 - 14 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-business-analyst-virtusa-consulting-services-pvt-ltd-bengaluru-9-to-14-years-270625922087,Business Analyst,N/A,4 days ago,2025-06-27,,,,11.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
508,Hiring For Business Analyst,Posted by Abacus Consultants,3 - 8 years,5.5-8 Lacs P.A.,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Jaipur",,https://www.naukri.com/job-listings-hiring-for-business-analyst-abacus-consultants-jaipur-3-to-8-years-010324007978,Business Analyst,N/A,1 day ago,2025-06-30,550000.0,800000.0,675000.0,5.5,"Chennai, Delhi, Hyderabad, Jaipur, Mumbai, Pune",
509,Business Analyst,Accenture,15 - 20 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-bengaluru-15-to-20-years-240625919627,Business Analyst,N/A,1 week ago,2025-06-24,,,,17.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
510,Business Analyst,Accenture,15 - 20 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-bengaluru-15-to-20-years-260625932691,Business Analyst,N/A,4 days ago,2025-06-27,,,,17.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
511,Business Analyst,Posted by Capital Placement Services,2 - 5 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Noida","Prepare business proposal. Perform detailed business, data, process and systems analysis.Develop individual project artefacts as necessary, including Business Requirements documents (BRDs), traceability matrices, UAT plans, UAT scripts.Required Candidate profileDisplay appropriate involvement in Department initiatives & strategic planning.",https://www.naukri.com/job-listings-business-analyst-capital-placement-services-noida-2-to-5-years-300625902010,Business Analyst,N/A,1 day ago,2025-06-30,,,,3.5,"Chennai, Delhi, Hyderabad, Mumbai, Noida, Pune",
512,Business Analyst,Accenture,15 - 20 years,Not Disclosed,"Jobs in Delhi, Jobs in Mumbai, Jobs in Bangalore, Jobs in Hyderabad, Jobs in Chennai, Jobs in Pune, Bengaluru",IEIL has taken all reasonable steps to ensure that information on this site is authentic. Applicants are advised to research bonafides of advertisers independently. IEIL shall not have any responsibility in this regard. We also recommend that you visit Security Guidelines and Terms and Conditions for more comprehensive information on this aspect.Please note that Naukri will not be responsible for any information you share on the company platform.,https://www.naukri.com/job-listings-business-analyst-accenture-solutions-pvt-ltd-bengaluru-15-to-20-years-240625920158,Business Analyst,N/A,1 week ago,2025-06-24,,,,17.5,"Bengaluru, Chennai, Delhi, Hyderabad, Mumbai, Pune",
